date,meantemp,humidity,wind_speed,meanpressure,year,month,day,meantemp_lag1,meantemp_roll_mean
2013-01-28,14.83333333,56.0,3.7,1017.833333,2013,1,28,12.85714286,12.848639455714288
2013-01-29,14.125,65.5,3.2375,1016.625,2013,1,29,14.83333333,13.509353741428571
2013-01-30,14.71428571,70.42857143,1.057142857,1017.857143,2013,1,30,14.125,13.611394557142857
2013-01-31,16.2,65.6,2.96,1018.4,2013,1,31,14.71428571,13.949489795714287
2013-02-01,16.0,73.0,2.22,1016.0,2013,2,1,16.2,14.485204081428574
2013-02-02,16.28571429,77.57142857,1.328571429,1017.142857,2013,2,2,16.0,15.002210884285713
2013-02-03,18.0,65.57142857,1.857142857,1015.285714,2013,2,3,16.28571429,15.736904761428573
2013-02-04,17.42857143,74.28571429,11.11428571,1014.571429,2013,2,4,18.0,16.10765306142857
2013-02-05,16.625,92.375,9.725,1016.375,2013,2,5,17.42857143,16.46479591857143
2013-02-06,16.66666667,71.33333333,8.633333333,1018.666667,2013,2,6,16.625,16.743707484285714
2013-02-07,15.6,59.4,10.74,1018.6,2013,2,7,16.66666667,16.65799319857143
2013-02-08,14.0,70.42857143,9.257142857,1017.142857,2013,2,8,15.6,16.372278912857144
2013-02-09,15.42857143,61.28571429,9.257142857,1016.857143,2013,2,9,14.0,16.249829932857146
2013-02-10,15.25,71.5,3.475,1017.125,2013,2,10,15.42857143,15.856972790000002
2013-02-11,15.875,70.5,5.325,1016.5,2013,2,11,15.25,15.635034014285717
2013-02-12,15.33333333,70.33333333,7.416666667,1017.5,2013,2,12,15.875,15.450510204285715
2013-02-13,16.28571429,70.14285714,6.085714286,1016.0,2013,2,13,15.33333333,15.396088435714287
2013-02-14,17.33333333,63.83333333,4.333333333,1014.166667,2013,2,14,16.28571429,15.643707482857142
2013-02-15,19.16666667,65.33333333,10.18333333,1011.666667,2013,2,15,17.33333333,16.381802721428574
2013-02-16,14.42857143,92.71428571,8.485714286,1008.0,2013,2,16,19.16666667,16.23894557857143
2013-02-17,13.66666667,90.0,0.0,1012.666667,2013,2,17,14.42857143,16.012755102857145
2013-02-18,15.6,78.4,12.22,1016.2,2013,2,18,13.66666667,15.973469388571429
2013-02-19,15.85714286,82.0,5.814285714,1015.714286,2013,2,19,15.6,16.048299321428573
2013-02-20,17.71428571,74.71428571,5.814285714,1017.0,2013,2,20,15.85714286,16.25238095285714
2013-02-21,20.0,67.28571429,6.614285714,1015.428571,2013,2,21,17.71428571,16.633333334285716
2013-02-22,20.5,65.625,10.875,1016.0,2013,2,22,20.0,16.823809524285714
2013-02-23,17.42857143,74.85714286,9.257142857,1017.0,2013,2,23,20.5,17.252380952857145
2013-02-24,16.85714286,78.85714286,7.4,1018.857143,2013,2,24,17.42857143,17.708163265714287
2013-02-25,16.875,72.875,4.6375,1018.25,2013,2,25,16.85714286,17.890306122857144
2013-02-26,17.85714286,70.0,17.5875,1015.142857,2013,2,26,16.875,18.17602040857143
2013-02-27,20.8,57.2,6.66,1015.2,2013,2,27,17.85714286,18.616836735714287
2013-02-28,19.42857143,52.85714286,12.95714286,1017.428571,2013,2,28,20.8,18.535204082857145
2013-03-01,17.33333333,49.33333333,24.06666667,1016.333333,2013,3,1,19.42857143,18.08282313
2013-03-02,19.0,54.0,15.725,1016.25,2013,3,2,17.33333333,18.307312925714285
2013-03-03,19.33333333,62.83333333,8.633333333,1016.166667,2013,3,3,19.0,18.66105442142857
2013-03-04,17.6,71.0,5.56,1015.8,2013,3,4,19.33333333,18.764625849999998
2013-03-05,20.875,61.875,4.1625,1016.375,2013,3,5,17.6,19.19574829857143
2013-03-06,20.85714286,65.28571429,6.871428571,1015.714286,2013,3,6,20.875,19.20391156428571
2013-03-07,23.42857143,57.14285714,8.728571429,1015.285714,2013,3,7,20.85714286,19.775340135714288
2013-03-08,24.16666667,44.83333333,7.1,1014.833333,2013,3,8,23.42857143,20.751530612857145
2013-03-09,25.42857143,49.71428571,5.285714286,1009.285714,2013,3,9,24.16666667,21.669897960000004
2013-03-10,23.14285714,57.57142857,4.228571429,1008.0,2013,3,10,25.42857143,22.214115647142858
2013-03-11,24.0,66.33333333,0.933333333,1011.166667,2013,3,11,23.14285714,23.12840136142857
2013-03-12,23.5,62.5,4.933333333,1011.5,2013,3,12,24.0,23.50340136142857
2013-03-13,21.5,70.5,5.55,1009.0,2013,3,13,23.5,23.595238095714286
2013-03-14,22.33333333,61.16666667,12.03333333,1013.166667,2013,3,14,21.5,23.43877551
2013-03-15,24.16666667,45.83333333,7.716666667,1016.166667,2013,3,15,22.33333333,23.43877551
2013-03-16,20.33333333,67.66666667,3.7,1016.166667,2013,3,16,24.16666667,22.71088435285714
2013-03-17,22.66666667,58.66666667,8.95,1015.0,2013,3,17,20.33333333,22.642857142857142
2013-03-18,23.42857143,58.14285714,17.45714286,1009.428571,2013,3,18,22.66666667,22.56122449
2013-03-19,22.5,73.66666667,10.48333333,1011.0,2013,3,19,23.42857143,22.41836734714286
2013-03-20,29.16666667,36.33333333,6.8,1009.5,2013,3,20,22.5,23.513605442857145
2013-03-21,23.83333333,58.5,10.5,1008.333333,2013,3,21,29.16666667,23.72789115714286
2013-03-22,25.25,50.25,9.7125,1006.375,2013,3,22,23.83333333,23.882653061428574
2013-03-23,27.375,50.125,9.95,1007.625,2013,3,23,25.25,24.888605442857145
2013-03-24,27.0,48.75,10.8875,1010.25,2013,3,24,27.375,25.507653061428574
2013-03-25,23.5,45.5,15.9625,1010.625,2013,3,25,27.0,25.517857142857142
2013-03-26,24.14285714,44.57142857,12.95714286,1008.857143,2013,3,26,23.5,25.75255102
2013-03-27,21.0,62.0,1.85,1009.0,2013,3,27,24.14285714,24.585884352857143
2013-03-28,22.42857143,62.71428571,7.414285714,1009.571429,2013,3,28,21.0,24.385204081428572
2013-03-29,21.25,70.375,5.55,1009.75,2013,3,29,22.42857143,23.81377551
2013-03-30,23.5,54.75,11.1125,1008.625,2013,3,30,21.25,23.260204081428572
2013-03-31,23.2,58.0,6.66,1008.6,2013,3,31,23.5,22.71734693857143
2013-04-01,25.375,45.5,4.4,1008.5,2013,4,1,23.2,22.985204081428574
2013-04-02,25.16666667,51.0,8.65,1009.5,2013,4,2,25.375,23.131462585714285
2013-04-03,26.2,45.6,8.14,1009.0,2013,4,3,25.16666667,23.87431972857143
2013-04-04,24.6,41.8,11.12,1007.8,2013,4,4,26.2,24.18452381
2013-04-05,25.6,31.0,15.56,1007.0,2013,4,5,24.6,24.805952381428572
2013-04-06,25.85714286,29.85714286,11.9,1006.142857,2013,4,6,25.6,25.14268707571429
2013-04-07,29.14285714,23.28571429,10.31428571,1005.0,2013,4,7,25.85714286,25.99166666714286
2013-04-08,28.71428571,33.85714286,5.3,1006.0,2013,4,8,29.14285714,26.46870748285715
2013-04-09,30.16666667,30.5,8.65,1005.333333,2013,4,9,28.71428571,27.182993197142856
2013-04-10,30.0,28.0,6.1,1006.714286,2013,4,10,30.16666667,27.725850339999997
2013-04-11,30.0,24.2,7.78,1006.4,2013,4,11,30.0,28.49727891142857
2013-04-12,28.85714286,32.57142857,6.342857143,1007.571429,2013,4,12,30.0,28.962585034285716
2013-04-13,30.2,29.2,10.0,1008.4,2013,4,13,28.85714286,29.582993197142855
2013-04-14,28.25,39.375,6.4875,1007.0,2013,4,14,30.2,29.455442177142857
2013-04-15,28.25,41.375,6.25,1003.875,2013,4,15,28.25,29.389115647142855
2013-04-16,32.125,24.625,10.425,1000.0,2013,4,16,28.25,29.668877551428572
2013-04-17,29.2,24.2,6.66,1002.2,2013,4,17,32.125,29.554591837142855
2013-04-18,30.28571429,30.28571429,4.757142857,1002.857143,2013,4,18,29.2,29.595408164285715
2013-04-19,28.28571429,31.28571429,3.971428571,1002.571429,2013,4,19,30.28571429,29.51377551142857
2013-04-20,30.625,29.0,7.6375,1003.375,2013,4,20,28.28571429,29.574489797142856
2013-04-21,27.66666667,38.66666667,13.88333333,1006.833333,2013,4,21,30.625,29.491156464285716
2013-04-22,27.375,45.375,7.65,1010.0,2013,4,22,27.66666667,29.366156464285716
2013-04-23,28.625,44.125,4.625,1009.875,2013,4,23,27.375,28.866156464285716
2013-04-24,30.28571429,41.71428571,2.114285714,1008.571429,2013,4,24,28.625,29.021258505714286
2013-04-25,31.14285714,38.28571429,3.7,1007.714286,2013,4,25,30.28571429,29.143707484285716
2013-04-26,29.875,45.875,6.7125,1008.375,2013,4,26,31.14285714,29.370748300000002
2013-04-27,31.14285714,31.42857143,13.48571429,1007.0,2013,4,27,29.875,29.444727891428574
2013-04-28,30.57142857,28.0,12.97142857,1005.428571,2013,4,28,31.14285714,29.859693877142856
2013-04-29,32.125,26.375,7.875,1004.875,2013,4,29,30.57142857,30.538265305714283
2013-04-30,31.14285714,32.0,7.928571429,1004.857143,2013,4,30,32.125,30.897959182857143
2013-05-01,31.85714286,15.85714286,12.68571429,1002.833333,2013,5,1,31.14285714,31.12244897857143
2013-05-02,29.83333333,22.16666667,11.43333333,1001.2,2013,5,2,31.85714286,30.93537414857143
2013-05-03,28.57142857,31.57142857,9.0,999.4285714,2013,5,3,29.83333333,30.74914965857143
2013-05-04,32.85714286,31.42857143,2.914285714,999.0,2013,5,4,28.57142857,30.994047618571432
2013-05-05,32.625,31.125,3.0125,1000.625,2013,5,5,32.85714286,31.287414965714287
2013-05-06,32.75,39.25,3.7,1001.625,2013,5,6,32.625,31.37670068
2013-05-07,32.875,33.25,7.175,1002.0,2013,5,7,32.75,31.62414966
2013-05-08,34.5,23.0,9.25,1001.166667,2013,5,8,32.875,32.00170068
2013-05-09,34.28571429,26.0,8.985714286,1000.857143,2013,5,9,34.5,32.63775510285714
2013-05-10,34.0,27.71428571,9.528571429,1000.142857,2013,5,10,34.28571429,33.41326530714286
2013-05-11,30.75,30.375,14.8125,999.875,2013,5,11,34.0,33.112244898571426
2013-05-12,29.85714286,40.14285714,5.828571429,1003.714286,2013,5,12,30.75,32.71683673571429
2013-05-13,31.71428571,34.0,3.971428571,1003.571429,2013,5,13,29.85714286,32.56887755142857
2013-05-14,32.28571429,34.28571429,4.771428571,1001.571429,2013,5,14,31.71428571,32.48469387857143
2013-05-15,33.0,33.0,3.2375,999.8571429,2013,5,15,32.28571429,32.27040816428571
2013-05-16,33.0,34.75,7.175,998.5,2013,5,16,33.0,32.08673469428572
2013-05-17,32.83333333,28.16666667,9.866666667,1000.333333,2013,5,17,33.0,31.92006802714286
2013-05-18,31.4,42.2,12.96666667,999.0,2013,5,18,32.83333333,32.01292517
2013-05-19,35.33333333,22.33333333,15.75,999.6666667,2013,5,19,31.4,32.795238094285715
2013-05-20,36.4,24.2,7.4,998.4,2013,5,20,35.33333333,33.464625850000004
2013-05-21,36.0,19.0,11.37142857,998.6666667,2013,5,21,36.4,33.99523809428571
2013-05-22,36.75,22.125,17.5875,998.625,2013,5,22,36.0,34.530952379999995
2013-05-23,37.5,23.33333333,13.56666667,997.1666667,2013,5,23,36.75,35.17380952285714
2013-05-24,38.42857143,27.42857143,11.38571429,996.4285714,2013,5,24,37.5,35.97312925142857
2013-05-25,38.71428571,22.42857143,10.31428571,998.1428571,2013,5,25,38.42857143,37.01802721
2013-05-26,37.8,21.2,10.74,998.2,2013,5,26,38.71428571,37.37040816285714
2013-05-27,35.85714286,31.57142857,8.728571429,999.1428571,2013,5,27,37.8,37.292857142857144
2013-05-28,35.33333333,29.0,8.333333333,1000.166667,2013,5,28,35.85714286,37.19761904714286
2013-05-29,34.14285714,27.85714286,5.557142857,999.4285714,2013,5,29,35.33333333,36.82517006714286
2013-05-30,32.2,28.2,5.56,999.6,2013,5,30,34.14285714,36.068027210000004
2013-05-31,33.625,40.125,10.6375,998.7142857,2013,5,31,32.2,35.38180272
2013-06-01,32.0,54.0,13.4375,998.75,2013,6,1,33.625,34.42261904714285
2013-06-02,32.4,56.6,14.2,1001.0,2013,6,2,32.0,33.65119047571429
2013-06-03,35.6,47.0,12.24,999.6,2013,6,3,32.4,33.61445578142857
2013-06-04,35.85714286,42.57142857,5.028571429,999.8571429,2013,6,4,35.6,33.68928571428571
2013-06-05,37.16666667,36.5,9.866666667,998.0,2013,6,5,35.85714286,34.12125850428571
2013-06-06,31.28571429,61.71428571,10.04285714,997.2857143,2013,6,6,37.16666667,33.99064626
2013-06-07,34.0,49.25,7.4125,998.0,2013,6,7,31.28571429,34.04421768857143
2013-06-08,34.2,57.4,13.34,997.0,2013,6,8,34.0,34.358503402857146
2013-06-09,36.16666667,40.0,11.41666667,995.1666667,2013,6,9,34.2,34.896598641428575
2013-06-10,36.625,42.75,8.1,995.125,2013,6,10,36.16666667,35.04302721285715
2013-06-11,30.16666667,61.66666667,16.35,1000.0,2013,6,11,36.625,34.23010204285715
2013-06-12,34.14285714,54.14285714,7.414285714,998.0,2013,6,12,30.16666667,33.798129252857144
2013-06-13,29.83333333,68.66666667,9.866666667,998.6666667,2013,6,13,34.14285714,33.590646258571425
2013-06-14,30.14285714,68.14285714,7.942857143,997.4285714,2013,6,14,29.83333333,33.03962585
2013-06-15,30.71428571,65.0,13.22857143,997.8571429,2013,6,15,30.14285714,32.54166666571429
2013-06-16,27.0,88.85714286,8.485714286,996.4285714,2013,6,16,30.71428571,31.232142855714283
2013-06-17,26.875,87.375,8.3375,994.75,2013,6,17,27.0,29.83928571285714
2013-06-18,28.4,83.6,5.18,996.4,2013,6,18,26.875,29.58690476
2013-06-19,29.85714286,72.85714286,4.228571429,999.0,2013,6,19,28.4,28.974659862857145
2013-06-20,33.0,52.71428571,4.771428571,997.1666667,2013,6,20,29.85714286,29.427040815714285
2013-06-21,34.83333333,47.33333333,5.866666667,995.3333333,2013,6,21,33.0,30.097108842857143
2013-06-22,35.6,39.4,10.74,996.2,2013,6,22,34.83333333,30.795068027142857
2013-06-23,35.16666667,53.0,8.35,995.6666667,2013,6,23,35.6,31.961734694285717
2013-06-24,33.14285714,55.0,13.22857143,996.2857143,2013,6,24,35.16666667,32.857142857142854
2013-06-25,30.57142857,70.42857143,11.11428571,999.1666667,2013,6,25,33.14285714,33.16734693857143
2013-06-26,30.66666667,71.5,6.483333333,999.0,2013,6,26,30.57142857,33.28299319714286
2013-06-27,31.42857143,61.85714286,7.957142857,996.7142857,2013,6,27,30.66666667,33.058503401428574
2013-06-28,31.5,64.25,8.8125,996.0,2013,6,28,31.42857143,32.582312925714284
2013-06-29,33.25,57.0,13.875,995.25,2013,6,29,31.5,32.24659864
2013-06-30,32.83333333,52.16666667,10.5,997.1666667,2013,6,30,33.25,31.913265305714283
2013-07-01,33.85714286,54.0,8.728571429,996.4285714,2013,7,1,32.83333333,32.01530612285715
2013-07-02,33.14285714,58.28571429,9.8,996.0,2013,7,2,33.85714286,32.38265306142857
2013-07-03,31.57142857,70.0,6.357142857,997.5714286,2013,7,3,33.14285714,32.51190476142857
2013-07-04,32.375,67.5,9.25,997.0,2013,7,4,31.57142857,32.64710884285714
2013-07-05,32.8,62.2,12.96,997.8,2013,7,5,32.375,32.83282312857143
2013-07-06,31.0,73.14285714,11.37142857,1000.571429,2013,7,6,32.8,32.51139455714286
2013-07-07,31.16666667,77.33333333,7.1,1000.166667,2013,7,7,31.0,32.27329932
2013-07-08,29.83333333,75.16666667,6.483333333,997.5,2013,7,8,31.16666667,31.698469387142854
2013-07-09,29.0,78.83333333,8.016666667,996.8333333,2013,7,9,29.83333333,31.10663265285714
2013-07-10,29.75,75.375,6.4875,995.75,2013,7,10,29.0,30.84642857142857
2013-07-11,32.5,65.5,7.116666667,997.3333333,2013,7,11,29.75,30.864285714285717
2013-07-12,28.875,86.625,5.5625,1000.0,2013,7,12,32.5,30.303571428571427
2013-07-13,31.75,70.25,12.0625,998.875,2013,7,13,28.875,30.410714285714285
2013-07-14,30.75,71.625,4.8125,997.375,2013,7,14,31.75,30.351190475714287
2013-07-15,31.75,73.25,13.5375,998.375,2013,7,15,30.75,30.625
2013-07-16,29.875,83.875,9.0,999.0,2013,7,16,31.75,30.75
2013-07-17,31.125,78.375,8.65,998.0,2013,7,17,29.875,30.946428571428573
2013-07-18,31.75,76.0,5.55,995.0,2013,7,18,31.125,30.839285714285715
2013-07-19,30.5,73.5,9.266666667,995.3333333,2013,7,19,31.75,31.071428571428573
2013-07-20,26.83333333,90.66666667,4.933333333,999.1666667,2013,7,20,30.5,30.369047618571425
2013-07-21,28.2,88.0,2.24,996.4,2013,7,21,26.83333333,30.004761904285715
2013-07-22,29.5,80.33333333,4.333333333,996.8333333,2013,7,22,28.2,29.683333332857142
2013-07-23,31.85714286,70.71428571,3.971428571,998.0,2013,7,23,29.5,29.96649659857143
2013-07-24,29.71428571,84.14285714,3.971428571,997.1428571,2013,7,24,31.85714286,29.764965985714287
2013-07-25,28.33333333,84.5,8.016666667,995.1666667,2013,7,25,29.71428571,29.276870747142855
2013-07-26,30.0,73.85714286,5.571428571,995.4285714,2013,7,26,28.33333333,29.205442175714285
2013-07-27,30.14285714,79.0,4.228571429,997.2857143,2013,7,27,30.0,29.67823129142857
2013-07-28,32.28571429,67.42857143,6.085714286,998.1428571,2013,7,28,30.14285714,30.261904761428575
2013-07-29,31.0,77.42857143,4.771428571,997.1428571,2013,7,29,32.28571429,30.476190475714287
2013-07-30,30.5,75.66666667,8.016666667,996.5,2013,7,30,31.0,30.282312924285716
2013-07-31,28.83333333,78.5,9.866666667,996.6666667,2013,7,31,30.5,30.156462584285716
2013-08-01,30.0,73.5,5.55,998.0,2013,8,1,28.83333333,30.39455782285714
2013-08-02,31.57142857,66.42857143,11.11428571,999.4285714,2013,8,2,30.0,30.619047618571425
2013-08-03,32.5,62.33333333,10.81666667,1000.833333,2013,8,3,31.57142857,30.955782312857142
2013-08-04,32.5,62.5,5.1,993.25,2013,8,4,32.5,30.986394557142855
2013-08-05,29.5,77.0,6.783333333,1001.0,2013,8,5,32.5,30.77210884285714
2013-08-06,27.16666667,90.66666667,4.016666667,1002.166667,2013,8,6,29.5,30.295918367142857
2013-08-07,28.375,85.25,3.25,1001.875,2013,8,7,27.16666667,30.23044217714286
2013-08-08,28.5,84.0,6.166666667,1000.5,2013,8,8,28.375,30.016156462857143
2013-08-09,27.16666667,87.5,3.716666667,1001.0,2013,8,9,28.5,29.386904762857142
2013-08-10,29.42857143,79.85714286,6.1,1000.333333,2013,8,10,27.16666667,28.948129252857143
2013-08-11,30.0,76.83333333,6.8,1001.166667,2013,8,11,29.42857143,28.590986395714285
2013-08-12,29.5,81.5,8.35,1001.0,2013,8,12,30.0,28.590986395714285
2013-08-13,30.75,72.0,11.125,999.25,2013,8,13,29.5,29.102891157142857
2013-08-14,29.66666667,74.33333333,9.866666667,999.8333333,2013,8,14,30.75,29.28741496714286
2013-08-15,27.71428571,85.0,8.2,1001.714286,2013,8,15,29.66666667,29.175170068571425
2013-08-16,26.6,92.0,4.46,1000.8,2013,8,16,27.71428571,29.094217687142855
2013-08-17,27.42857143,91.0,14.28571429,999.4285714,2013,8,17,26.6,28.80850340142857
2013-08-18,28.33333333,83.83333333,1.233333333,1000.166667,2013,8,18,27.42857143,28.570408162857145
2013-08-19,28.16666667,84.66666667,5.55,1000.5,2013,8,19,28.33333333,28.379931972857143
2013-08-20,27.375,88.5,5.325,999.0,2013,8,20,28.16666667,27.897789115714286
2013-08-21,28.33333333,81.16666667,10.31428571,999.2857143,2013,8,21,27.375,27.707312924285713
2013-08-22,29.16666667,74.83333333,6.483333333,1001.166667,2013,8,22,28.33333333,27.91479591857143
2013-08-23,31.28571429,73.14285714,2.642857143,1001.428571,2013,8,23,29.16666667,28.584183674285715
2013-08-24,32.0,71.25,18.525,1000.333333,2013,8,24,31.28571429,29.23724489857143
2013-08-25,29.0,90.75,0.925,998.75,2013,8,25,32.0,29.332482994285716
2013-08-26,32.0,69.875,6.475,997.8571429,2013,8,26,29.0,29.880102041428575
2013-08-27,32.14285714,57.28571429,17.07142857,999.8571429,2013,8,27,32.0,30.56122449
2013-08-28,30.14285714,60.71428571,11.64285714,1003.714286,2013,8,28,32.14285714,30.819727891428567
2013-08-29,31.5,57.0,9.275,1003.25,2013,8,29,30.14285714,31.153061224285715
2013-08-30,29.16666667,73.0,3.1,1003.5,2013,8,30,31.5,30.850340135714283
2013-08-31,29.0,71.75,4.65,1003.25,2013,8,31,29.16666667,30.421768707142856
2013-09-01,30.0,65.2,11.48,1003.2,2013,9,1,29.0,30.56462585
2013-09-02,31.85714286,50.85714286,15.34285714,1003.714286,2013,9,2,30.0,30.544217687142858
2013-09-03,32.75,45.5,14.8,1001.5,2013,9,3,31.85714286,30.630952381428568
2013-09-04,31.71428571,48.0,14.54285714,1002.166667,2013,9,4,32.75,30.85544217714286
2013-09-05,31.66666667,46.0,13.56666667,1001.5,2013,9,5,31.71428571,30.879251701428576
2013-09-06,30.57142857,55.71428571,10.04285714,1003.428571,2013,9,6,31.66666667,31.079931972857143
2013-09-07,30.83333333,51.83333333,6.783333333,1004.166667,2013,9,7,30.57142857,31.341836734285714
2013-09-08,28.0,71.75,2.325,1007.25,2013,9,8,30.83333333,31.056122448571426
2013-09-09,31.0,57.5,42.22,1007.0,2013,9,9,28.0,30.933673468571424
2013-09-10,29.66666667,66.33333333,3.7,1005.333333,2013,9,10,31.0,30.493197278571426
2013-09-11,30.85714286,61.14285714,3.971428571,1005.571429,2013,9,11,29.66666667,30.3707483
2013-09-12,31.16666667,60.33333333,2.783333333,1008.166667,2013,9,12,30.85714286,30.299319728571426
2013-09-13,31.14285714,67.14285714,3.171428571,1007.142857,2013,9,13,31.16666667,30.380952381428568
2013-09-14,30.5,67.0,2.783333333,1003.833333,2013,9,14,31.14285714,30.333333334285715
2013-09-15,31.625,56.375,3.9375,1001.375,2013,9,15,30.5,30.851190477142858
2013-09-16,29.66666667,60.0,7.1,1002.333333,2013,9,16,31.625,30.66071428714286
2013-09-17,29.25,56.5,3.475,1002.875,2013,9,17,29.66666667,30.601190477142858
2013-09-18,29.14285714,58.57142857,5.557142857,1003.142857,2013,9,18,29.25,30.356292517142858
2013-09-19,29.8,61.6,2.96,1001.8,2013,9,19,29.14285714,30.16105442142857
2013-09-20,28.66666667,70.0,9.583333333,1003.0,2013,9,20,29.8,29.80731292571429
2013-09-21,25.2,89.0,5.18,1003.0,2013,9,21,28.66666667,29.05017006857143
2013-09-22,28.33333333,79.66666667,3.083333333,1001.666667,2013,9,22,25.2,28.579931972857143
2013-09-23,30.28571429,68.0,4.5,1001.0,2013,9,23,28.33333333,28.66836734714286
2013-09-24,30.75,65.75,5.7875,1002.75,2013,9,24,30.28571429,28.882653061428574
2013-09-25,28.57142857,75.0,6.614285714,1005.428571,2013,9,25,30.75,28.80102040857143
2013-09-26,28.2,78.8,4.08,1006.6,2013,9,26,28.57142857,28.572448979999997
2013-09-27,29.0,71.25,7.4125,1005.625,2013,9,27,28.2,28.620068027142853
2013-09-28,30.0,67.33333333,1.233333333,1005.333333,2013,9,28,29.0,29.30578231285714
2013-09-29,28.14285714,79.85714286,5.557142857,1003.857143,2013,9,29,30.0,29.278571428571432
2013-09-30,26.85714286,84.57142857,4.228571429,1004.714286,2013,9,30,28.14285714,28.788775509999997
2013-10-01,28.28571429,68.71428571,6.371428571,1007.714286,2013,10,1,26.85714286,28.436734694285715
2013-10-02,29.2,61.4,7.42,1010.0,2013,10,2,28.28571429,28.52653061285714
2013-10-03,28.6,59.0,7.4,1008.6,2013,10,3,29.2,28.58367347
2013-10-04,24.83333333,84.33333333,6.783333333,1007.5,2013,10,4,28.6,27.988435374285718
2013-10-05,28.5,69.0,2.0875,1004.125,2013,10,5,24.83333333,27.774149660000003
2013-10-06,29.75,66.5,1.85,1005.25,2013,10,6,28.5,28.003741497142858
2013-10-07,29.71428571,66.57142857,1.585714286,1008.857143,2013,10,7,29.75,28.41190476142857
2013-10-08,29.2,69.4,0.0,1009.8,2013,10,8,29.71428571,28.542517005714284
2013-10-09,30.83333333,65.5,5.566666667,1010.333333,2013,10,9,29.2,28.775850338571427
2013-10-10,29.42857143,66.28571429,3.971428571,1010.857143,2013,10,10,30.83333333,28.894217685714285
2013-10-11,23.85714286,89.85714286,4.242857143,1010.571429,2013,10,11,29.42857143,28.754761904285715
2013-10-12,26.14285714,82.57142857,2.914285714,1008.285714,2013,10,12,23.85714286,28.418027209999998
2013-10-13,27.16666667,84.33333333,0.616666667,1007.666667,2013,10,13,26.14285714,28.048979591428573
2013-10-14,27.71428571,74.85714286,5.557142857,1007.0,2013,10,14,27.16666667,27.763265305714288
2013-10-15,25.85714286,76.42857143,3.7,1009.142857,2013,10,15,27.71428571,27.285714285714285
2013-10-16,26.42857143,75.0,0.0,1009.0,2013,10,16,25.85714286,26.656462585714287
2013-10-17,26.85714286,76.71428571,1.057142857,1010.428571,2013,10,17,26.42857143,26.289115647142857
2013-10-18,26.33333333,73.16666667,0.0,1010.5,2013,10,18,26.85714286,26.642857142857142
2013-10-19,24.57142857,69.57142857,2.114285714,1011.571429,2013,10,19,26.33333333,26.41836734714286
2013-10-20,24.33333333,67.83333333,1.55,1010.666667,2013,10,20,24.57142857,26.01360544142857
2013-10-21,24.875,63.625,1.3875,1009.875,2013,10,21,24.33333333,25.607993197142857
2013-10-22,27.8,53.6,0.0,1011.0,2013,10,22,24.875,25.885544217142858
2013-10-23,25.0,67.5,1.1625,1013.625,2013,10,23,27.8,25.681462584285715
2013-10-24,23.85714286,73.14285714,1.057142857,1013.285714,2013,10,24,25.0,25.252891155714284
2013-10-25,22.8,75.8,1.86,1011.0,2013,10,25,23.85714286,24.74812925142857
2013-10-26,23.0,78.2,0.74,1011.2,2013,10,26,22.8,24.523639455714285
2013-10-27,22.875,66.875,2.55,1010.625,2013,10,27,23.0,24.315306122857145
